90 degrees,right,reflex,acute,obtuse,straight
12 degrees,acute,right ,reflex,obtuse,straight
81 degrees,acute,right ,reflex,obtuse,straight
180 degrees,straight,acute,right ,reflex,obtuse
91 degrees,obtuse,straight,acute,right ,reflex
270 degrees,reflex,obtuse,straight,acute,right 
90 degrees,right,reflex,acute,obtuse,straight
04 degrees,acute,right ,reflex,obtuse,straight
54 degrees,acute,right ,reflex,obtuse,straight
180 degrees,straight,acute,right ,reflex,obtuse
170 degrees,obtuse,straight,acute,right ,reflex
270 degrees,reflex,obtuse,straight,acute,right 
